,Unnamed: 0,imdb_id,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,tags,youtube_id,split
37,288,tt0049966,movie,Written on the Wind,Written on the Wind,0,1956,\N,99,Drama,"melodrama, revenge, psychedelic, romantic, flashback",862Yc-cwQEY,train
38,293,tt0050419,movie,Funny Face,Funny Face,0,1957,\N,103,"Comedy,Musical,Romance",philosophical,X6VLdVrVQGQ,train
39,299,tt0051459,movie,Cat on a Hot Tin Roof,Cat on a Hot Tin Roof,0,1958,\N,108,Drama,sentimental,TWsG_Qj1wUo,train
40,301,tt0051554,movie,Horror of Dracula,Dracula,0,1958,\N,82,"Drama,Horror","gothic, paranormal, cult, violence, good versus evil, suspenseful",8Y0UvD8albI,test
41,302,tt0051658,movie,Gigi,Gigi,0,1958,\N,115,"Comedy,Musical,Romance",romantic,jEofRODHZ1w,val
42,307,tt0052357,movie,Vertigo,Vertigo,0,1958,\N,128,"Mystery,Romance,Thriller","mystery, murder, cult, atmospheric, flashback, psychedelic, romantic, plot twist",c2u96ONO5K0,train
43,309,tt0052618,movie,Ben-Hur,Ben-Hur,0,1959,\N,212,"Adventure,Drama","suspenseful, murder, suicidal, violence, romantic, revenge, historical",edlIdpopk1w,train
44,311,tt0052905,movie,The Hound of the Baskervilles,The Hound of the Baskervilles,0,1959,\N,87,"Horror,Mystery","gothic, murder, atmospheric",qQRQ8MXqS10,test
45,312,tt0052918,movie,Imitation of Life,Imitation of Life,0,1959,\N,125,Drama,melodrama,HaanE7v6uJI,test
46,313,tt0052948,movie,Journey to the Center of the Earth,Journey to the Center of the Earth,0,1959,\N,129,"Adventure,Family,Fantasy",murder,ld5RyBXiROY,train
47,315,tt0053125,movie,North by Northwest,North by Northwest,0,1959,\N,136,"Action,Adventure,Mystery","comedy, mystery, murder, clever, humor, suspenseful",9NPI9QeeDDc,train
48,318,tt0053172,movie,Pillow Talk,Pillow Talk,0,1959,\N,102,"Comedy,Romance","romantic, comedy",jVaCxZgZbOY,val
49,319,tt0053221,movie,Rio Bravo,Rio Bravo,0,1959,\N,141,Western,"good versus evil, cult, suspenseful, psychedelic, humor",WPO12ZzGS84,train
50,325,tt0054047,movie,The Magnificent Seven,The Magnificent Seven,0,1960,\N,128,"Action,Adventure,Western","revenge, cult, murder, violence",oam0x6wNK94,test
51,328,tt0054195,movie,Pollyanna,Pollyanna,0,1960,\N,134,"Comedy,Drama,Family",romantic,XVtLP5tfpCA,train
52,331,tt0054331,movie,Spartacus,Spartacus,0,1960,\N,197,"Adventure,Biography,Drama","tragedy, romantic, historical, murder, violence",I98o9rJtGSo,train
53,332,tt0054357,movie,Swiss Family Robinson,Swiss Family Robinson,0,1960,\N,126,"Adventure,Family",action,B2b9MQ7vGL4,val
54,335,tt0054494,movie,Zazie dans le Métro,Zazie dans le métro,0,1960,\N,93,"Comedy,Fantasy","absurd, psychedelic",lpt0xB7qSj4,test
55,336,tt0054698,movie,Breakfast at Tiffany's,Breakfast at Tiffany's,0,1961,\N,115,"Comedy,Drama,Romance","cult, psychedelic, humor, satire, melodrama, romantic, sentimental",urQVzgEO_w8,test
56,337,tt0054847,movie,El Cid,El Cid,0,1961,\N,182,"Biography,Drama,History",violence,1ZzCrkIf5Sc,train
57,340,tt0055257,movie,One-Eyed Jacks,One-Eyed Jacks,0,1961,\N,141,"Drama,Western","revenge, cult",m5zLqS9Abo0,test
58,341,tt0055304,movie,The Pit and the Pendulum,The Pit and the Pendulum,0,1961,\N,80,"Drama,Horror,Mystery","insanity, cult, gothic, murder, flashback",QChBy15UiTs,train
59,344,tt0055471,movie,Splendor in the Grass,Splendor in the Grass,0,1961,\N,124,"Drama,Romance","romantic, melodrama",dWDkdsZQq_c,train
60,347,tt0055614,movie,West Side Story,West Side Story,0,1961,\N,153,"Crime,Drama,Musical","tragedy, revenge, murder, romantic, entertaining",IakulTGwc0U,val
61,353,tt0055928,movie,Dr. No,Dr. No,0,1962,\N,110,"Action,Adventure,Thriller","good versus evil, cult, murder",pw61uyA0F8A,test
62,355,tt0056172,movie,Lawrence of Arabia,Lawrence of Arabia,0,1962,\N,218,"Adventure,Biography,Drama","murder, cult, violence, atmospheric, flashback, insanity, historical",zmr1iSG3RTA,val
63,359,tt0056264,movie,Mutiny on the Bounty,Mutiny on the Bounty,0,1962,\N,178,"Adventure,Drama,History",action,MEmZ_A0UTrA,train
64,367,tt0056923,movie,Charade,Charade,0,1963,\N,113,"Comedy,Mystery,Romance","romantic, humor, murder",QmgPw34Xm3A,test
65,369,tt0057076,movie,From Russia with Love,From Russia with Love,0,1963,\N,115,"Action,Adventure,Thriller","cult, murder",VqAOf66o1Wg,val
66,370,tt0057197,movie,Jason and the Argonauts,Jason and the Argonauts,0,1963,\N,104,"Action,Adventure,Family","cult, murder",C-ZQGRM7GW0,test
67,373,tt0057590,movie,Tom Jones,Tom Jones,0,1963,\N,129,"Adventure,Comedy,History","romantic, satire",rbH96NJ_VIQ,train
68,378,tt0058150,movie,Goldfinger,Goldfinger,0,1964,\N,110,"Action,Adventure,Thriller","suspenseful, murder, cult, action, humor, revenge",B8H83OOs8ow,train
69,381,tt0058329,movie,Marnie,Marnie,0,1964,\N,130,"Crime,Drama,Mystery","melodrama, romantic, psychological, murder, flashback",QV_2-v_dsAU,val
70,382,tt0058331,movie,Mary Poppins,Mary Poppins,0,1964,\N,139,"Comedy,Family,Fantasy","cute, humor, psychedelic, entertaining, sentimental",CDY-jgiDhio,test
71,383,tt0058385,movie,My Fair Lady,My Fair Lady,0,1964,\N,170,"Drama,Family,Musical","romantic, entertaining, clever",j2OBKPuftKk,train
72,385,tt0058571,movie,Send Me No Flowers,Send Me No Flowers,0,1964,\N,100,"Comedy,Drama,Romance",romantic,wJuDJNhSMGs,train
73,387,tt0058672,movie,Topkapi,Topkapi,0,1964,\N,120,"Adventure,Comedy,Crime","suspenseful, intrigue",k8thNodJpLc,train
74,388,tt0058777,movie,Zulu,Zulu,0,1964,\N,138,"Drama,History,War","cult, historical",7FX-a-KuNv8,val
75,391,tt0059017,movie,Cat Ballou,Cat Ballou,0,1965,\N,97,"Comedy,Romance,Western",revenge,koAA9MvqSpI,test
76,392,tt0059113,movie,Doctor Zhivago,Doctor Zhivago,0,1965,\N,197,"Drama,Romance,War","avant garde, murder, atmospheric, romantic, revenge, historical",M1iQ5hQTR5s,test
77,394,tt0059125,movie,Dr. Terror's House of Horrors,Dr. Terror's House of Horrors,0,1965,\N,98,Horror,revenge,cqXG4ooQP6A,test
78,395,tt0059260,movie,Help!,Help!,0,1965,\N,92,"Adventure,Comedy,Musical",cult,VUdADBzdDnI,val
79,404,tt0059800,movie,Thunderball,Thunderball,0,1965,\N,130,"Action,Adventure,Thriller","cult, humor, murder, suspenseful",sINW75t3g_U,train
80,407,tt0060345,tvMovie,How the Grinch Stole Christmas!,How the Grinch Stole Christmas!,0,1966,\N,26,"Animation,Comedy,Family","cult, fantasy, psychedelic, entertaining, humor",XYRnwWmteac,val
81,408,tt0060390,movie,Fahrenheit 451,Fahrenheit 451,0,1966,\N,112,"Drama,Sci-Fi","psychedelic, satire, murder",7cQ-yGCyjyM,train
82,409,tt0060397,movie,Fantastic Voyage,Fantastic Voyage,0,1966,\N,100,"Adventure,Family,Sci-Fi","cult, suspenseful, psychedelic, claustrophobic",dO5E4wkg0hA,train
83,412,tt0060522,movie,How to Steal a Million,How to Steal a Million,0,1966,\N,123,"Comedy,Crime,Romance",comedy,UPStHOzjQWU,test
84,423,tt0061418,movie,Bonnie and Clyde,Bonnie and Clyde,0,1967,\N,111,"Action,Biography,Crime","comedy, depressing, murder, cult, violence, humor, romantic, revenge, storytelling",hZpm1zj9510,val
85,425,tt0061452,movie,Casino Royale,Casino Royale,0,1967,\N,131,Comedy,"murder, cult, violence, absurd, psychedelic, satire, comic, revenge",xEnoKqiGJFI,train
86,426,tt0061512,movie,Cool Hand Luke,Cool Hand Luke,0,1967,\N,127,"Crime,Drama","dramatic, atmospheric, humor, realism, sadist",CDWJmrt-5I4,val
87,428,tt0061584,movie,Doctor Dolittle,Doctor Dolittle,0,1967,\N,152,"Adventure,Comedy,Family","cult, fantasy, flashback",VW_Jzub27_g,test
88,429,tt0061735,movie,Guess Who's Coming to Dinner,Guess Who's Coming to Dinner,0,1967,\N,108,"Comedy,Drama",melodrama,prfHBR7l_KI,train
89,430,tt0061791,movie,How to Succeed in Business Without Really Trying,How to Succeed in Business Without Really Trying,0,1967,\N,121,"Comedy,Musical","comedy, satire",NftdqRWxuh8,train
90,432,tt0061810,movie,In Like Flint,In Like Flint,0,1967,\N,114,"Action,Adventure,Comedy",brainwashing,y1Bxoar17FY,train
91,433,tt0061811,movie,In the Heat of the Night,In the Heat of the Night,0,1967,\N,110,"Drama,Mystery,Thriller",murder,nMj0-fU25dM,train
92,434,tt0061852,movie,The Jungle Book,The Jungle Book,0,1967,\N,78,"Adventure,Animation,Comedy","cute, entertaining",qFGkJphcYVk,test
93,437,tt0062138,movie,Point Blank,Point Blank,0,1967,\N,92,"Crime,Drama,Thriller","pornographic, suspenseful, neo noir, murder, cult, violence, flashback, revenge",Z3CCNj_zMco,val
94,438,tt0062168,movie,Quatermass and the Pit,Quatermass and the Pit,0,1967,\N,97,"Horror,Mystery,Sci-Fi","intrigue, insanity, cult, suspenseful",q5Z8mRbWLwY,test
95,441,tt0062512,movie,You Only Live Twice,You Only Live Twice,0,1967,\N,117,"Action,Adventure,Thriller","cult, psychedelic, murder, violence",Ovp7MN4tG54,test
96,442,tt0062622,movie,2001: A Space Odyssey,2001: A Space Odyssey,0,1968,\N,149,"Adventure,Sci-Fi","avant garde, mystery, murder, boring, realism, paranormal, cult, atmospheric, flashback, psychedelic, philosophical, sci-fi",Z2UWOeBcsJI,train
97,443,tt0062711,movie,Barbarella,Barbarella,0,1968,\N,98,"Adventure,Comedy,Fantasy","pornographic, avant garde, cruelty, fantasy, adult comedy, cult, good versus evil, psychedelic, romantic, entertaining",ohnblmkufJA,train
98,444,tt0062737,movie,Blackbeard's Ghost,Blackbeard's Ghost,0,1968,\N,106,"Comedy,Family,Fantasy","romantic, action, comic",0pgOSllKF_0,train
99,445,tt0062765,movie,Bullitt,Bullitt,0,1968,\N,114,"Action,Crime,Thriller","neo noir, realism, murder, cult, violence, suspenseful",BsvD806qNM8,train
100,446,tt0062776,movie,Candy,Candy,0,1968,\N,124,"Adventure,Comedy,Fantasy","psychedelic, satire",XghPOP2b9mw,train
101,448,tt0062803,movie,Chitty Chitty Bang Bang,Chitty Chitty Bang Bang,0,1968,\N,144,"Adventure,Family,Fantasy","psychedelic, entertaining, sci-fi",ftolP-1944A,train
102,449,tt0063285,movie,Witchfinder General,Witchfinder General,0,1968,\N,86,"Drama,Horror","gothic, bleak, violence, cult, atmospheric, claustrophobic, romantic, sadist",aUinQg5k-Dw,test
103,452,tt0063385,movie,Oliver!,Oliver!,0,1968,\N,153,"Drama,Family,Musical","romantic, murder, melodrama",MJoCL6npA14,train
104,453,tt0063442,movie,Planet of the Apes,Planet of the Apes,0,1968,\N,112,"Adventure,Sci-Fi","murder, allegory, dramatic, cult, violence, satire, suspenseful",QiUL_vZXJUE,test
105,454,tt0063518,movie,Romeo and Juliet,Romeo and Juliet,0,1968,\N,138,"Drama,Romance","murder, cult, action, romantic, tragedy, revenge",nl_eFSeCb-4,train
106,455,tt0063522,movie,Rosemary's Baby,Rosemary's Baby,0,1968,\N,137,"Drama,Horror","murder, horror, atmospheric, good versus evil, psychedelic, suspenseful",NoXLXMbOgiU,train
107,460,tt0064115,movie,Butch Cassidy and the Sundance Kid,Butch Cassidy and the Sundance Kid,0,1969,\N,110,"Biography,Crime,Drama","murder, cult, violence, humor, tragedy, historical",oy90GXekPKU,test
108,461,tt0064276,movie,Easy Rider,Easy Rider,0,1969,\N,95,"Adventure,Drama","comedy, avant garde, dark, murder, realism, cult, atmospheric, psychedelic, humor, satire",GwST6mpT7Ds,test
109,462,tt0064603,movie,The Love Bug,The Love Bug,0,1968,\N,108,"Comedy,Family,Sport",cult,KHoSXE9nIHg,train
110,464,tt0064665,movie,Midnight Cowboy,Midnight Cowboy,0,1969,\N,113,Drama,"tragedy, psychedelic, humor, realism, flashback",a2yBydiEJrI,train
111,465,tt0064757,movie,On Her Majesty's Secret Service,On Her Majesty's Secret Service,0,1969,\N,142,"Action,Adventure,Thriller","murder, cult, violence, tragedy, brainwashing, romantic",Qpa-5AtXI0c,val
112,466,tt0064782,movie,Paint Your Wagon,Paint Your Wagon,0,1969,\N,164,"Comedy,Drama,Musical","cult, comedy",B0idoJnBAvk,val
113,467,tt0065054,movie,Sweet Charity,Sweet Charity,0,1969,\N,149,"Comedy,Drama,Music",tragedy,9bUIvGVbD0E,train
114,468,tt0065063,movie,Take the Money and Run,Take the Money and Run,0,1969,\N,85,"Comedy,Crime","comedy, satire, entertaining",Hrithr42oUM,train
115,469,tt0065088,movie,"They Shoot Horses, Don't They?","They Shoot Horses, Don't They?",0,1969,\N,129,Drama,"depressing, flashback",ke-sWMXspNA,train
116,470,tt0065112,movie,Topaz,Topaz,0,1969,\N,143,"Drama,Thriller","suspenseful, intrigue, murder",ZZ_Y2NbC-Dk,train
117,471,tt0065126,movie,True Grit,True Grit,0,1969,\N,128,"Adventure,Drama,Western","revenge, murder",kJo-V0IFVn0,train
118,472,tt0065134,movie,Two Mules for Sister Sara,Two Mules for Sister Sara,0,1970,\N,116,"Adventure,Romance,War","cult, avant garde, murder, violence",6fYdd6EFVrY,train
119,473,tt0065207,movie,Where Eagles Dare,Where Eagles Dare,0,1968,\N,158,"Action,Adventure,War","plot twist, violence, romantic, flashback",b-_P-DoBe6E,train
120,474,tt0065377,movie,Airport,Airport,0,1970,\N,137,"Action,Drama,Thriller","cult, suspenseful, melodrama",PACKbKt8MOw,train
121,475,tt0065462,movie,Beneath the Planet of the Apes,Beneath the Planet of the Apes,0,1970,\N,95,"Action,Adventure,Sci-Fi","murder, allegory, anti war, violence, cult, flashback, good versus evil, action, satire, suspenseful",uMuEnNxX1E8,train
122,478,tt0065724,movie,Five Easy Pieces,Five Easy Pieces,0,1970,\N,98,Drama,"cult, romantic",PIYMRqq7cJA,train
123,479,tt0065738,movie,Frankenstein Must Be Destroyed,Frankenstein Must Be Destroyed,0,1969,\N,101,"Drama,Horror,Sci-Fi","insanity, gothic, murder",z6xfI_W9cyQ,train
124,485,tt0066206,movie,Patton,Patton,0,1970,\N,172,"Biography,Drama,War","violence, boring, historical",g-0dTpzNzwo,val
125,486,tt0066214,movie,Performance,Performance,0,1970,\N,105,"Crime,Drama","mystery, murder, cult, violence, atmospheric, psychedelic",wFxfn3LakeM,test
126,487,tt0066344,movie,Scrooge,Scrooge,0,1970,\N,113,"Drama,Family,Fantasy",flashback,g7xb1uSDxZ4,train
127,488,tt0066434,movie,THX 1138,THX 1138,0,1971,\N,86,"Drama,Sci-Fi,Thriller","avant garde, suspenseful, murder, neo noir, psychological, cult, psychedelic, romantic, sci-fi",eHgqfVQWv7s,train
128,491,tt0066808,movie,Bananas,Bananas,0,1971,\N,82,Comedy,"cult, comedy, satire",Xyqm-wWnX0A,val
129,495,tt0066995,movie,Diamonds Are Forever,Diamonds Are Forever,0,1971,\N,120,"Action,Adventure,Thriller","cult, revenge, murder",9yOamj4mlnE,train
130,496,tt0066999,movie,Dirty Harry,Dirty Harry,0,1971,\N,102,"Action,Crime,Thriller","dark, suspenseful, cruelty, murder, neo noir, realism, cult, violence, good versus evil, revenge, sadist",K6Vi1VurN9s,val
131,497,tt0067023,tvMovie,Duel,Duel,0,1971,\N,90,"Action,Thriller","mystery, cult, comedy, suspenseful",Gdk1Igqu05Y,test
132,499,tt0067065,movie,Escape from the Planet of the Apes,Escape from the Planet of the Apes,0,1971,\N,98,"Action,Sci-Fi","alternate history, murder, flashback",t4OQqg-oL2M,test
133,500,tt0067093,movie,Fiddler on the Roof,Fiddler on the Roof,0,1971,\N,181,"Drama,Family,Musical","avant garde, flashback",PjfTNnznJXw,train
134,502,tt0067185,movie,Harold and Maude,Harold and Maude,0,1971,\N,91,"Comedy,Drama,Romance","comedy, dark, cute, cult, psychedelic, humor",u-cOukYeGVM,train
135,503,tt0067309,movie,Klute,Klute,0,1971,\N,114,"Crime,Mystery,Thriller","murder, mystery, neo noir, storytelling, sadist",ZbQS66Kpgog,train
136,505,tt0067588,movie,Play Misty for Me,Play Misty for Me,0,1971,\N,102,"Drama,Thriller","neo noir, murder, cult, flashback, insanity, romantic, revenge",t9JAz9-Kxbk,train
137,506,tt0067741,movie,Shaft,Shaft,0,1971,\N,100,"Action,Crime,Thriller","grindhouse film, murder, cult, violence, atmospheric, suspenseful, blaxploitation",NiCB2isZcRM,train
138,507,tt0067756,movie,Silent Running,Silent Running,0,1972,\N,89,"Drama,Sci-Fi","comedy, murder, cult, atmospheric, flashback, psychedelic, claustrophobic, inspiring",TckJBvl_uT0,train
139,508,tt0067800,movie,Straw Dogs,Straw Dogs,0,1971,\N,113,"Crime,Drama,Thriller","suspenseful, cruelty, murder, cult, violence, flashback, revenge, sadist",yXkqGVfm1mo,val
140,509,tt0067959,movie,Walkabout,Walkabout,0,1971,\N,100,"Adventure,Drama","insanity, mystery, storytelling, flashback",Fdqwbs8uKwQ,val
141,511,tt0067992,movie,Willy Wonka & the Chocolate Factory,Willy Wonka & the Chocolate Factory,0,1971,\N,100,"Family,Fantasy,Musical","boring, fantasy, whimsical, cute, cult, psychedelic, entertaining",vxYKQoMt5TQ,val
142,513,tt0068240,movie,Avanti!,Avanti!,0,1972,\N,144,"Comedy,Romance",murder,kHML8pMfPGA,train
143,514,tt0068327,movie,Cabaret,Cabaret,0,1972,\N,124,"Drama,Music,Musical","romantic, depressing, historical, queer",YE3xrfjAJfs,train
144,518,tt0068473,movie,Deliverance,Deliverance,0,1972,\N,109,"Adventure,Drama,Thriller","mystery, psychological, realism, murder, cult, violence, suspenseful",-3Jr7af1FrQ,test
145,520,tt0068555,movie,Everything You Always Wanted to Know About Sex * But Were Afraid to Ask,Everything You Always Wanted to Know About Sex * But Were Afraid to Ask,0,1972,\N,88,Comedy,"pornographic, psychedelic, humor, satire",uinn26P2c6M,train
146,522,tt0068611,movie,Frenzy,Frenzy,0,1972,\N,116,Thriller,"murder, cult, revenge, horror, flashback, suspenseful, sadist",0gWjZpkkkIs,train
147,524,tt0068699,movie,High Plains Drifter,High Plains Drifter,0,1973,\N,105,"Drama,Mystery,Western","dark, suspenseful, mystery, murder, bleak, western, violence, cult, flashback, psychedelic, revenge",gi0If8tH_Ls,train
148,527,tt0068762,movie,Jeremiah Johnson,Jeremiah Johnson,0,1972,\N,108,"Adventure,Drama,Western","bleak, realism, revenge, murder, atmospheric",QFLwH-ZZ1MY,val
149,530,tt0069097,movie,"Play It Again, Sam","Play It Again, Sam",0,1972,\N,85,"Comedy,Romance","psychedelic, satire, romantic",Dl_DBzrNFzc,train
150,533,tt0069280,movie,Slaughterhouse-Five,Slaughterhouse-Five,0,1972,\N,104,"Comedy,Drama,Sci-Fi","boring, murder, flashback, insanity, absurd, psychedelic, revenge, storytelling",DvlZtlBfCi0,val
151,534,tt0069281,movie,Sleuth,Sleuth,0,1972,\N,138,"Mystery,Thriller","mystery, psychological, murder, cult, revenge, suspenseful",G4D8Iz5IS3g,test
152,536,tt0069293,movie,Solaris,Solyaris,0,1972,\N,167,"Drama,Mystery,Sci-Fi","mystery, boring, psychological, cult, atmospheric, flashback, psychedelic, romantic",R4vSPEDxGic,train
153,537,tt0069704,movie,American Graffiti,American Graffiti,0,1973,\N,110,"Comedy,Drama","cult, romantic, prank",OZ9Gp6Qc8LQ,test
154,538,tt0069762,movie,Badlands,Badlands,0,1973,\N,94,"Action,Crime,Drama","bleak, atmospheric, cult, murder, violence",qKykxE7CBbc,val
155,539,tt0069768,movie,Battle for the Planet of the Apes,Battle for the Planet of the Apes,0,1973,\N,93,"Action,Sci-Fi",violence,U0JqIzFkEAQ,train
156,541,tt0069865,movie,Charley Varrick,Charley Varrick,0,1973,\N,111,"Crime,Drama,Thriller","realism, cult, suspenseful, neo noir, murder",TxaqjQWQVAk,train
157,542,tt0069897,movie,Coffy,Coffy,0,1973,\N,90,"Action,Crime,Thriller","dark, cruelty, murder, neo noir, cult, sadist, violence, action, romantic, revenge, blaxploitation",WMSAUcZtc9o,val
158,543,tt0069945,movie,Dark Star,Dark Star,0,1974,\N,83,"Comedy,Sci-Fi","comedy, cult, absurd, psychedelic, satire, philosophical",CbjhPVENHEA,val
159,544,tt0069995,movie,Don't Look Now,Don't Look Now,0,1973,\N,110,"Drama,Horror,Mystery","gothic, paranormal, cult, atmospheric, flashback, psychedelic, suspenseful",XAYVHXlfu8c,val
160,547,tt0070016,movie,Charlotte's Web,Charlotte's Web,0,1973,\N,94,"Adventure,Animation,Drama","romantic, cute, sentimental",QH2vwaiEHRY,test
161,549,tt0070034,movie,Enter the Dragon,Enter the Dragon,0,1973,\N,102,"Action,Crime,Drama","suspenseful, murder, cult, violence, flashback, good versus evil, revenge",80wXmIcyZwk,train
162,550,tt0070239,movie,Jesus Christ Superstar,Jesus Christ Superstar,0,1973,\N,106,"Drama,History,Musical","psychedelic, boring",CEUDcqYGK74,train
163,551,tt0070328,movie,Live and Let Die,Live and Let Die,0,1973,\N,121,"Action,Adventure,Thriller","paranormal, blaxploitation, cult, murder, violence",0xng9anP5fU,train
164,553,tt0070355,movie,Magnum Force,Magnum Force,0,1973,\N,124,"Action,Crime,Mystery","cult, murder, violence",qVk8NhLhZMk,val
165,554,tt0070379,movie,Mean Streets,Mean Streets,0,1973,\N,112,"Crime,Drama,Thriller","cult, comedy, neo noir, murder, violence",rCwjzn0CncA,train
166,557,tt0070511,movie,Papillon,Papillon,0,1973,\N,151,"Biography,Crime,Drama","violence, cult, boring, romantic",EW8Uk-34Sn4,val
